iteration,continuity,x_velocity,y_velocity,energy,k,omega,intermittency,retheta
322,0.0056709,1.0943e-06,2.0339e-06,2.8004e-06,0.00019537,0.00032318,1.6983e-05,0.00050389
323,0.0055049,1.0867e-06,2.0016e-06,2.7279e-06,0.00018255,0.00030852,1.7402e-05,0.00049797
324,0.0053386,1.0782e-06,1.9705e-06,2.6481e-06,0.00017415,0.00029979,1.6505e-05,0.0004948
325,0.0052178,1.0646e-06,1.9336e-06,2.5783e-06,0.00016436,0.00029434,1.6467e-05,0.00049472
326,0.0051008,1.0407e-06,1.8832e-06,2.517e-06,0.00015864,0.00028561,1.6157e-05,0.00048888
327,0.0049966,1.007e-06,1.8281e-06,2.4612e-06,0.00015018,0.00028234,1.6011e-05,0.00047289
328,0.0048777,9.6788e-07,1.7617e-06,2.4069e-06,0.0001428,0.00027656,1.5876e-05,0.00044776
329,0.0047327,9.2632e-07,1.6971e-06,2.3525e-06,0.00013642,0.00027101,1.5818e-05,0.00041847
330,0.0045753,8.9096e-07,1.6347e-06,2.2879e-06,0.00013315,0.00026437,1.5599e-05,0.00038904
331,0.0043923,8.665e-07,1.584e-06,2.1942e-06,0.00013095,0.00030592,1.6027e-05,0.00035759
332,0.0042139,8.4211e-07,1.5325e-06,2.1057e-06,0.00012955,0.00029705,1.5491e-05,0.00032771
333,0.004081,8.1696e-07,1.488e-06,2.0265e-06,0.0001275,0.00027983,1.6031e-05,0.00030097
334,0.0039572,7.9357e-07,1.439e-06,1.9689e-06,0.00012517,0.00026856,1.5395e-05,0.00027831
335,0.003839,7.7227e-07,1.3982e-06,1.9123e-06,0.00012257,0.00025908,1.5687e-05,0.00025983
336,0.0037258,7.4934e-07,1.354e-06,1.8566e-06,0.00012084,0.00025294,1.5314e-05,0.00024285
337,0.0036248,7.2796e-07,1.3176e-06,1.8067e-06,0.00011935,0.00024998,1.572e-05,0.00023099
338,0.0035333,7.0631e-07,1.281e-06,1.7637e-06,0.00011875,0.00024884,1.5326e-05,0.00022318
339,0.003457,6.8462e-07,1.2545e-06,1.7275e-06,0.00011791,0.00021071,1.5783e-05,0.00021972
340,0.0033752,6.6123e-07,1.2241e-06,1.6968e-06,0.00011791,0.00021087,1.5327e-05,0.00021958
341,0.003295,6.3904e-07,1.1984e-06,1.6545e-06,0.00011696,0.00021413,1.5773e-05,0.00021899
342,0.003209,6.1313e-07,1.1699e-06,1.6083e-06,0.00011659,0.00021661,1.5223e-05,0.00022195
343,0.0031181,5.8921e-07,1.1397e-06,1.5573e-06,0.00011522,0.0002142,1.5783e-05,0.00022611
344,0.0030374,5.6365e-07,1.1113e-06,1.5102e-06,0.00011437,0.00021291,1.532e-05,0.00022844
345,0.0029563,5.4184e-07,1.0837e-06,1.4655e-06,0.00011284,0.00021451,1.5755e-05,0.00022895
346,0.0028723,5.1952e-07,1.0544e-06,1.4176e-06,0.00011194,0.00025802,1.5416e-05,0.00022616
347,0.0028053,5.0146e-07,1.0283e-06,1.3704e-06,0.00011107,0.00025354,1.5757e-05,0.0002182
348,0.0027553,4.8232e-07,1e-06,1.3328e-06,0.00011027,0.00020819,1.5387e-05,0.00021031
349,0.002697,4.6787e-07,9.8041e-07,1.3096e-06,0.00010962,0.00020459,1.5459e-05,0.00020282
350,0.0026453,4.527e-07,9.5736e-07,1.2839e-06,0.00010836,0.00020441,1.5381e-05,0.00019592
351,0.002581,4.404e-07,9.407e-07,1.2502e-06,0.00010779,0.000251,1.5281e-05,0.00019035
352,0.0025449,4.2757e-07,9.1742e-07,1.2179e-06,0.00010646,0.00020564,1.5309e-05,0.00018417
353,0.0024943,4.1679e-07,9.0137e-07,1.198e-06,0.00010636,0.00019933,1.475e-05,0.00017665
354,0.0024401,4.0568e-07,8.8054e-07,1.1609e-06,0.00010493,0.00024207,1.5182e-05,0.0001698
355,0.0023901,3.968e-07,8.6594e-07,1.1243e-06,0.00010518,0.0002384,1.5172e-05,0.00016402
356,0.0023615,3.8612e-07,8.474e-07,1.1005e-06,0.00010396,0.00019295,1.5167e-05,0.00015987
357,0.0023202,3.7766e-07,8.3467e-07,1.0866e-06,0.00010449,0.00018987,1.495e-05,0.00015707
358,0.0022758,3.6974e-07,8.1919e-07,1.0812e-06,0.00011073,0.00019009,1.5154e-05,0.00015876
359,0.002245,3.6149e-07,8.0611e-07,1.0685e-06,0.00011033,0.00019632,1.4969e-05,0.00015955
360,0.0022088,3.5533e-07,7.9308e-07,1.0416e-06,0.00010234,0.00019936,1.5095e-05,0.00015538
361,0.0021519,3.498e-07,7.8293e-07,1.0116e-06,0.00010827,0.00024681,1.4994e-05,0.00015669
362,0.0021208,3.4484e-07,7.7044e-07,9.8868e-07,0.00010744,0.00024148,1.5165e-05,0.00015659
363,0.0020858,3.3984e-07,7.5968e-07,9.707e-07,0.00010716,0.0002303,1.5143e-05,0.00015599
364,0.0020534,3.3627e-07,7.5382e-07,9.5556e-07,0.0001059,0.00022031,1.5134e-05,0.00015387
365,0.0020257,3.3147e-07,7.4488e-07,9.439e-07,0.00010588,0.0002169,1.4965e-05,0.00015191
366,0.0019961,3.2779e-07,7.4135e-07,9.3569e-07,0.00010542,0.00021457,1.5316e-05,0.00014939
367,0.0019696,3.2304e-07,7.3165e-07,9.2871e-07,0.00010514,0.00021441,1.4924e-05,0.00014716
368,0.0019465,3.2106e-07,7.3013e-07,9.2296e-07,0.00010512,0.00021153,1.5503e-05,0.00014584
369,0.0019242,3.1766e-07,7.2224e-07,9.1741e-07,0.00010452,0.00021076,1.4867e-05,0.00014387
370,0.0019001,3.1607e-07,7.1995e-07,9.0842e-07,0.00010469,0.00020954,1.552e-05,0.00014201
371,0.0018917,3.1337e-07,7.1403e-07,9.0908e-07,0.00010393,0.00017819,1.5012e-05,0.00013962
372,0.0018662,3.1193e-07,7.1185e-07,9.0365e-07,0.00010419,0.00017871,1.5359e-05,0.00013787
373,0.0018493,3.0932e-07,7.0547e-07,8.953e-07,0.00010331,0.00018485,1.5181e-05,0.00013601
374,0.001829,3.0788e-07,7.0214e-07,8.8699e-07,0.00010373,0.00019235,1.4628e-05,0.00013534
375,0.0018143,3.0533e-07,6.9591e-07,8.7969e-07,0.00010273,0.00020211,1.5068e-05,0.0001338
376,0.0018018,3.0388e-07,6.9155e-07,8.6992e-07,0.00010279,0.00020106,1.5287e-05,0.00013215
377,0.0017928,3.0117e-07,6.8662e-07,8.6511e-07,0.00010199,0.00020234,1.5203e-05,0.00012892
378,0.0017743,2.9896e-07,6.834e-07,8.4395e-07,0.00010191,0.00024228,1.5023e-05,0.00012493
379,0.001763,2.9646e-07,6.7928e-07,8.2354e-07,0.00010135,0.00023583,1.5445e-05,0.00012184
380,0.0017506,2.9379e-07,6.733e-07,8.1013e-07,0.00010125,0.00022609,1.4722e-05,0.00011891
381,0.0017513,2.9206e-07,6.6948e-07,8.1762e-07,0.00010092,0.00018764,1.4962e-05,0.0001164
382,0.001739,2.8987e-07,6.6535e-07,8.1465e-07,0.00010048,0.00018667,1.5378e-05,0.00011371
383,0.0017241,2.8936e-07,6.6302e-07,8.0365e-07,0.00010052,0.000189,1.4718e-05,0.0001107
384,0.0017108,2.8738e-07,6.5772e-07,7.9051e-07,9.9994e-05,0.00019399,1.6179e-05,0.00010725
385,0.0016986,2.8724e-07,6.5498e-07,7.7349e-07,0.00010015,0.00019531,1.4907e-05,0.00010373
386,0.0016836,2.8563e-07,6.4924e-07,7.6042e-07,9.9724e-05,0.00019945,1.5009e-05,0.00010062
387,0.0016651,2.8484e-07,6.4635e-07,7.3481e-07,0.010785,0.00031685,7.3574e-05,0.016153
388,0.0018547,5.5205e-07,1.1497e-06,8.9101e-07,0.0078253,0.00028608,6.5195e-05,0.018253
389,0.0023497,6.1572e-07,1.3445e-06,1.0507e-06,0.0061816,0.00023239,6.2899e-05,0.017742
390,0.0028865,6.7271e-07,1.4712e-06,1.1901e-06,0.005073,0.00021473,5.9174e-05,0.016708
391,0.0033066,7.04e-07,1.5561e-06,1.3207e-06,0.0041892,0.00021166,5.9418e-05,0.015613
392,0.003554,7.1285e-07,1.5915e-06,1.4179e-06,0.003593,0.00021983,5.838e-05,0.014549
393,0.0036254,7.0042e-07,1.5885e-06,1.4642e-06,0.0030811,0.00022125,5.7999e-05,0.01357
394,0.0035643,6.8608e-07,1.5574e-06,1.4826e-06,0.0026855,0.00022567,5.4851e-05,0.012692
395,0.0034416,6.5914e-07,1.5177e-06,1.4714e-06,0.0023397,0.00022826,5.4464e-05,0.011885
396,0.0033051,6.2944e-07,1.4614e-06,1.4624e-06,0.0020612,0.0002303,5.2881e-05,0.011127
397,0.0031148,6.0098e-07,1.409e-06,1.4583e-06,0.001844,0.00022994,5.1696e-05,0.010415
398,0.0029295,5.7482e-07,1.3711e-06,1.4637e-06,0.0016726,0.00023724,4.9975e-05,0.0097627
399,0.0027774,5.5373e-07,1.3349e-06,1.4771e-06,0.0015371,0.000242,4.8556e-05,0.0091623
400,0.0026845,5.3952e-07,1.3046e-06,1.4933e-06,0.001422,0.00024566,4.7891e-05,0.0086158
401,0.0026121,5.2723e-07,1.2719e-06,1.5102e-06,0.0013224,0.00024522,4.7067e-05,0.0081097
402,0.0025511,5.1701e-07,1.2412e-06,1.524e-06,0.0012412,0.00024482,4.762e-05,0.0076291
403,0.0025002,5.0761e-07,1.2149e-06,1.5243e-06,0.0011685,0.00029912,4.6555e-05,0.0071558
404,0.0024306,4.9833e-07,1.1933e-06,1.5235e-06,0.0011028,0.00024671,4.8871e-05,0.0066766
405,0.0023761,4.908e-07,1.1736e-06,1.5041e-06,0.0010401,0.00028712,4.8936e-05,0.0061879
406,0.0023185,4.8658e-07,1.1593e-06,1.4747e-06,0.00097982,0.00028002,5.2948e-05,0.0057008
407,0.0022723,4.8297e-07,1.1459e-06,1.4405e-06,0.00092297,0.00027178,5.1403e-05,0.0052204
408,0.002209,4.7895e-07,1.141e-06,1.4049e-06,0.0008687,0.00026426,5.5134e-05,0.0047607
409,0.0021732,4.7491e-07,1.1376e-06,1.3687e-06,0.00081847,0.00025838,5.5771e-05,0.0043246
410,0.0021256,4.7115e-07,1.1359e-06,1.33e-06,0.00077042,0.00025589,5.8068e-05,0.0039209
411,0.0020907,4.681e-07,1.1346e-06,1.2922e-06,0.00072823,0.00025615,5.9491e-05,0.0035511
412,0.0020543,4.6405e-07,1.1292e-06,1.2512e-06,0.00068787,0.0002555,6.1158e-05,0.0032136
413,0.0020257,4.6047e-07,1.125e-06,1.2094e-06,0.00065353,0.00025377,6.2573e-05,0.0029089
414,0.0019981,4.5449e-07,1.1145e-06,1.1732e-06,0.00062136,0.00025158,6.3625e-05,0.0026384
415,0.0019707,4.4852e-07,1.1062e-06,1.1391e-06,0.00059416,0.00021414,6.411e-05,0.0023998
416,0.0019395,4.4222e-07,1.0923e-06,1.1123e-06,0.00056898,0.00025242,6.4329e-05,0.0021908
417,0.0019195,4.3684e-07,1.0831e-06,1.0892e-06,0.00054684,0.00026179,6.4089e-05,0.0020067
418,0.0018965,4.3198e-07,1.0687e-06,1.0748e-06,0.00052701,0.00025942,6.427e-05,0.0018463
419,0.001875,4.2698e-07,1.0586e-06,1.061e-06,0.00050747,0.00025637,6.35e-05,0.0017088
420,0.0018617,4.2215e-07,1.0469e-06,1.049e-06,0.00049119,0.00025265,6.2089e-05,0.0015873
421,0.001837,4.1679e-07,1.0385e-06,1.0361e-06,0.00047508,0.00025259,6.192e-05,0.0014808
422,0.0018238,4.1196e-07,1.0264e-06,1.0239e-06,0.00046195,0.0002544,5.9007e-05,0.0013888
423,0.0018102,4.0782e-07,1.0174e-06,1.0087e-06,0.00044905,0.00025356,5.9328e-05,0.0013079
424,0.0018007,4.0444e-07,1.0045e-06,9.9165e-07,0.00043716,0.00025231,5.6203e-05,0.0012339
425,0.0017937,4.0117e-07,9.9446e-07,9.7516e-07,0.00042642,0.00025171,5.5676e-05,0.0011669
426,0.0017855,3.9736e-07,9.8149e-07,9.56e-07,0.00041443,0.00025611,5.3863e-05,0.0011081
427,0.0017725,3.9325e-07,9.7108e-07,9.389e-07,0.00040574,0.00025435,5.1654e-05,0.001054
428,0.001765,3.8863e-07,9.585e-07,9.1831e-07,0.00039475,0.00025386,5.0507e-05,0.0010029
429,0.0017498,3.839e-07,9.4534e-07,9.0071e-07,0.00038715,0.00025451,4.7989e-05,0.00095531
430,0.0017337,3.7837e-07,9.3256e-07,8.7996e-07,0.00037647,0.00025085,4.7828e-05,0.00091205
431,0.0017062,3.7236e-07,9.1699e-07,8.6169e-07,0.0003692,0.00024945,4.5941e-05,0.00086993
432,0.0016834,3.6654e-07,9.034e-07,8.3964e-07,0.00035923,0.00024712,4.5176e-05,0.00082938
433,0.0016526,3.5969e-07,8.8743e-07,8.2008e-07,0.00035234,0.0002452,4.4056e-05,0.00078976
434,0.001625,3.5457e-07,8.7599e-07,8.0036e-07,0.00034236,0.0002471,4.2835e-05,0.00075188
435,0.0015951,3.4864e-07,8.5913e-07,7.8333e-07,0.00033416,0.00024718,4.2252e-05,0.0007155
436,0.0015718,3.4368e-07,8.4579e-07,7.6455e-07,0.00032458,0.00024304,4.0903e-05,0.00068121
437,0.0015499,3.3744e-07,8.2798e-07,7.4763e-07,0.00031544,0.00024333,3.9618e-05,0.00064745
438,0.0015268,3.3161e-07,8.1422e-07,7.2952e-07,0.00030526,0.00024111,3.8172e-05,0.00061629
439,0.0015036,3.2468e-07,7.9755e-07,7.1237e-07,0.00029664,0.00023891,3.6338e-05,0.00058638
440,0.0014816,3.1865e-07,7.8407e-07,6.936e-07,0.00028663,0.00023432,3.4133e-05,0.00055957
441,0.0014622,3.1181e-07,7.6906e-07,6.7592e-07,0.00027811,0.00023052,3.2155e-05,0.00053528
442,0.0014297,3.0589e-07,7.5465e-07,6.5749e-07,0.00026799,0.00022758,3.0723e-05,0.00051183
443,0.0014019,2.9878e-07,7.3953e-07,6.4053e-07,0.00025897,0.00022282,2.7675e-05,0.00048847
444,0.0013734,2.921e-07,7.2297e-07,6.2224e-07,0.000249,0.00021552,2.6379e-05,0.0004659
445,0.0013527,2.8397e-07,7.0701e-07,6.063e-07,0.00024,0.00020936,2.4184e-05,0.00044379
446,0.0013232,2.7653e-07,6.908e-07,5.9156e-07,0.00023038,0.00020077,2.2632e-05,0.00042269
447,0.0012962,2.6835e-07,6.7401e-07,5.7771e-07,0.00022122,0.00019546,2.1113e-05,0.00040214
448,0.0012621,2.616e-07,6.5909e-07,5.6266e-07,0.00021227,0.00018898,1.9206e-05,0.00038221
449,0.0012397,2.5331e-07,6.4103e-07,5.4731e-07,0.00020407,0.00018041,1.6668e-05,0.00036327
450,0.0012158,2.4615e-07,6.26e-07,5.3368e-07,0.00019486,0.00017251,1.6981e-05,0.00034513
451,0.0011896,2.3809e-07,6.0799e-07,5.2313e-07,0.00018657,0.0001406,1.4557e-05,0.00032745
452,0.0011622,2.3149e-07,5.93e-07,5.1419e-07,0.0001775,0.00013524,1.2963e-05,0.00030976
453,0.0011344,2.2373e-07,5.7533e-07,4.9807e-07,0.00016953,0.0001653,1.2639e-05,0.00029229
454,0.0011022,2.1819e-07,5.6136e-07,4.8643e-07,0.00016101,0.0001628,1.0308e-05,0.00027617
455,0.0010758,2.1125e-07,5.4476e-07,4.7316e-07,0.00015318,0.00015347,1.0818e-05,0.00026043
456,0.0010556,2.0543e-07,5.2843e-07,4.6084e-07,0.00014503,0.00014268,1.0711e-05,0.00024536
457,0.001038,1.9818e-07,5.12e-07,4.4931e-07,0.00013806,0.00013277,8.2791e-06,0.0002307
458,0.0010189,1.9152e-07,4.9536e-07,4.4041e-07,0.00012981,0.00010486,8.1791e-06,0.00021651
459,0.00098609,1.8504e-07,4.8001e-07,4.254e-07,0.00012277,0.00011922,8.3938e-06,0.00020253
460,0.00095759,1.7809e-07,4.639e-07,4.0788e-07,0.00011609,0.00011464,6.3599e-06,0.00018913
461,0.00092804,1.7135e-07,4.4762e-07,3.9397e-07,0.00010918,0.00010605,6.4603e-06,0.0001758
462,0.00089847,1.6553e-07,4.3043e-07,3.7803e-07,0.00010248,9.8905e-05,6.7233e-06,0.00016264
463,0.00086878,1.5845e-07,4.1298e-07,3.6292e-07,9.6586e-05,9.0637e-05,5.0561e-06,0.00015016
464,0.00083324,1.5275e-07,3.9526e-07,3.4866e-07,9.019e-05,8.3488e-05,5.3322e-06,0.00013833
465,0.00080085,1.4656e-07,3.7865e-07,3.3452e-07,8.4479e-05,7.8386e-05,4.8107e-06,0.00012714
466,0.00076979,1.4005e-07,3.6292e-07,3.2079e-07,7.8954e-05,7.2581e-05,5.6993e-06,0.00011678
467,0.00074095,1.3425e-07,3.4654e-07,3.0807e-07,7.4113e-05,6.7071e-05,4.2466e-06,0.00010704
468,0.00070909,1.2819e-07,3.307e-07,2.9564e-07,6.8784e-05,6.2236e-05,4.6128e-06,9.7967e-05
469,0.00067713,1.2222e-07,3.1533e-07,2.8374e-07,6.4434e-05,5.7497e-05,4.2726e-06,8.982e-05
470,0.00064887,1.1689e-07,3.0002e-07,2.725e-07,5.9818e-05,5.289e-05,2.9928e-06,8.234e-05
471,0.00061982,1.1145e-07,2.8476e-07,2.6116e-07,5.5251e-05,4.8936e-05,3.2211e-06,7.5537e-05
472,0.00059195,1.0569e-07,2.7024e-07,2.495e-07,5.167e-05,4.5016e-05,2.5314e-06,6.9384e-05
473,0.00056691,1.0017e-07,2.573e-07,2.4506e-07,4.7673e-05,3.4488e-05,3.5399e-06,6.378e-05
474,0.00054232,9.5293e-08,2.4411e-07,2.368e-07,4.4471e-05,3.1527e-05,2.8985e-06,5.8674e-05
475,0.00051653,9.0743e-08,2.3146e-07,2.2839e-07,4.1164e-05,3.0018e-05,2.0265e-06,5.4007e-05
476,0.0004919,8.6386e-08,2.1886e-07,2.1965e-07,3.8135e-05,2.8894e-05,1.7677e-06,4.9807e-05
