iteration,continuity,x_velocity,y_velocity,energy,k,omega
59,0.00184803484424,1.65981679023e-06,2.55681356033e-06,1.676459131e-06,0.000417756397309,0.000867292784434
60,0.00169150481635,1.46644116023e-06,2.30942658044e-06,1.47317101602e-06,0.000375673673236,0.000914876232167
61,0.00154336846358,1.29300370649e-06,2.11696883255e-06,1.304609859e-06,0.000337214646993,0.000679959272593
62,0.00141228296468,1.13787436869e-06,1.95689564276e-06,1.15549595537e-06,0.000303439382489,0.000718138818311
63,0.00129122272349,9.99198726231e-07,1.82280664674e-06,1.0311559931e-06,0.000272637023802,0.000647410335851
64,0.00117686999077,8.75863793259e-07,1.71109471783e-06,9.23438870307e-07,0.000243267915748,0.000564605236614
65,0.00107384141505,7.6987859461e-07,1.63588659354e-06,8.3723588522e-07,0.000218311489379,0.000418103043418
66,0.000980451320292,6.76223256134e-07,1.57881615965e-06,7.60787258823e-07,0.000197157263949,0.000442087666695
67,0.252024374687,0.000116226998899,0.000181373119976,3.34769952115e-05,0.00698869441349,0.00190957737956
68,0.167892868799,8.22501696028e-05,0.000138661302492,3.62300119463e-05,0.00551414281365,0.00186211648787
69,0.128412016069,6.09712669087e-05,0.000112512428286,3.69595411893e-05,0.00503367048539,0.00192510764917
70,0.108522195383,5.01303096992e-05,9.87015496616e-05,3.75030671095e-05,0.00458754931448,0.00184150628574
71,0.0951571114024,4.37014773148e-05,8.90385846525e-05,3.82516433866e-05,0.00445214461812,0.00180354688089
72,0.0844300604367,3.99184693324e-05,8.22992002341e-05,3.86117283342e-05,0.00434433026739,0.00170246353787
73,0.0763997227706,3.72821733635e-05,7.68141201376e-05,3.93846270251e-05,0.00431676462699,0.00160808430029
74,0.0715919179703,3.58037584284e-05,7.20048263462e-05,3.93722924149e-05,0.00418824522196,0.00163118445703
75,0.0669504308794,3.4138616667e-05,6.73237778639e-05,3.88507248432e-05,0.00399176575666,0.00140442393392
76,0.0623686642581,3.22758173236e-05,6.28734757487e-05,3.82482756027e-05,0.00374097214685,0.00118389787126
77,0.0578345970351,3.03117000529e-05,5.90556843333e-05,3.72395254531e-05,0.00350100181446,0.00100644712408
78,0.0535258645767,2.83944555689e-05,5.54273258374e-05,3.59951435028e-05,0.00325943115031,0.00088020310729
79,0.0496422999437,2.63713944848e-05,5.18751495654e-05,3.48741194076e-05,0.00299356782892,0.000785194963384
80,0.0459177928637,2.42311429363e-05,4.85090572623e-05,3.3818017815e-05,0.00271889665266,0.000711444375672
81,0.0425754038725,2.22363987207e-05,4.54409257703e-05,3.2937703214e-05,0.00245060733003,0.000658090798955
82,0.03963501197,2.04420990044e-05,4.26432837171e-05,3.19706999004e-05,0.002187460865,0.000631319245886
83,0.0368557031328,1.8751460926e-05,3.99030306826e-05,3.09887047677e-05,0.00195293217093,0.000593228612239
84,0.0344772246377,1.71640563008e-05,3.73073667299e-05,3.00535282714e-05,0.00174080522742,0.000544146529916
85,0.0322269291069,1.56953891043e-05,3.48994088468e-05,2.90476664059e-05,0.00154797122905,0.000492016677069
86,0.0301413701593,1.43314410275e-05,3.25954639491e-05,2.80148208881e-05,0.00137083484323,0.000441345199699
87,0.0282192383046,1.30918310691e-05,3.04363142703e-05,2.68254797917e-05,0.0012093968759,0.000395578958711
88,0.0264661923283,1.20027888017e-05,2.85197729397e-05,2.56102709859e-05,0.00108680972827,0.000359596376617
89,0.0249858316547,1.10525940285e-05,2.68453334663e-05,2.43067405738e-05,0.000984518141449,0.000330537541811
90,0.0235075250976,1.02480563528e-05,2.51821323122e-05,2.29478431189e-05,0.000891182440463,0.000304168611428
91,0.0221780398556,9.57220121495e-06,2.35850497061e-05,2.15733838331e-05,0.000810071146293,0.000279668181808
92,0.0209565929149,8.9879770149e-06,2.21945053935e-05,2.02189863045e-05,0.000739747050378,0.000257202343815
93,0.0198451561229,8.46582574341e-06,2.10103745154e-05,1.88944798177e-05,0.000676776067616,0.000236374142424
94,0.0188028753721,8.00274705018e-06,1.99287285687e-05,1.76892475189e-05,0.00061972073205,0.000218723788055
95,0.0178265297797,7.58758214352e-06,1.88755540453e-05,1.65410002383e-05,0.000569019441159,0.000202757416797
96,0.0168246474966,7.20130363638e-06,1.78850314551e-05,1.54572111368e-05,0.000521611005362,0.000189607814381
97,0.0159027818035,6.82615405998e-06,1.69535055815e-05,1.44850769583e-05,0.00047923520627,0.000177868832297
98,0.0151047281694,6.45659384187e-06,1.61170654564e-05,1.36285282153e-05,0.000441317614099,0.000167926497855
99,0.0144012141538,6.10985184824e-06,1.53537363297e-05,1.2848098165e-05,0.000406455499645,0.0001581914951
100,0.0138373825384,5.78459943814e-06,1.46268439651e-05,1.21369724751e-05,0.000375160385067,0.000149811640361
101,0.0132912887622,5.47097551721e-06,1.39246403337e-05,1.14697059777e-05,0.000347546030505,0.00014194081889
102,0.0127582014057,5.17502231211e-06,1.32404495996e-05,1.08372146847e-05,0.000322296037331,0.000134883715847
103,0.0121459609606,4.8921353282e-06,1.25612637757e-05,1.02298184038e-05,0.000299303878251,0.000128933212164
104,0.0115845896521,4.62238635202e-06,1.18896205013e-05,9.65929270365e-06,0.000277825611056,0.000123735558779
105,0.0110743071881,4.36537280182e-06,1.12744135905e-05,9.13421757102e-06,0.000258271874962,0.000118458047264
106,0.0106583354124,4.11378118717e-06,1.06985265704e-05,8.63923724822e-06,0.000240407661934,0.000114044679712
107,0.0102705096573,3.87427401763e-06,1.01503475524e-05,8.19167030314e-06,0.000223563820403,0.000109667046255
108,0.00986895081594,3.65290619413e-06,9.63902809336e-06,7.77684937551e-06,0.000208250548277,0.000105696148993
109,0.00949459636607,3.44893434911e-06,9.13743494047e-06,7.39383304622e-06,0.000193596792803,0.000101496987956
110,0.00910035013725,3.25856463676e-06,8.62598163005e-06,7.02772731843e-06,0.000179688684204,9.81151681505e-05
111,0.00873321659124,3.06877296933e-06,8.13520326963e-06,6.68717082974e-06,0.000166449727862,9.49866748838e-05
112,0.00839527308829,2.88793437208e-06,7.65167808315e-06,6.37323229352e-06,0.000153996570435,9.23580459049e-05
113,0.00806952514448,2.71266599787e-06,7.18397395754e-06,6.07785474087e-06,0.000142198122841,8.96384026517e-05
114,0.00775021108256,2.54223665162e-06,6.72970596706e-06,5.81860626876e-06,0.000131259372177,8.68013619112e-05
115,0.00746255752686,2.37677232871e-06,6.30428020674e-06,5.58480558548e-06,0.000120735335212,8.41957486817e-05
116,0.00721811111934,2.23070173849e-06,5.90842039835e-06,5.35103112958e-06,0.000111145874822,8.1416927264e-05
117,0.00699317364882,2.10631587894e-06,5.55721134723e-06,5.12849173368e-06,0.000102353858672,7.91933721102e-05
118,0.00676948744464,1.97734582548e-06,5.23311935077e-06,4.9146219576e-06,9.43157894188e-05,7.66623450865e-05
119,0.00656152189879,1.86249254066e-06,4.93487379565e-06,4.70318805858e-06,8.69150287973e-05,7.47424593188e-05
120,0.00636178364922,1.7606424433e-06,4.65919712992e-06,4.48599470391e-06,8.05670653851e-05,7.27400936708e-05
121,0.00618520219208,1.66646652427e-06,4.40873472962e-06,4.28355986155e-06,7.53637546232e-05,7.1392532913e-05
122,0.00601696100497,1.57547239434e-06,4.18698932362e-06,4.09657504543e-06,7.1316758027e-05,6.990714757e-05
123,0.0058499521875,1.48779228572e-06,3.97383959885e-06,3.9209638136e-06,6.7662306235e-05,6.88910816112e-05
124,0.00568105642954,1.40629494015e-06,3.76528493602e-06,3.75902885008e-06,6.4408568063e-05,6.76113747022e-05
125,0.00551940242105,1.33350908883e-06,3.58143491142e-06,3.60882385497e-06,6.15968058264e-05,6.68553718361e-05
126,0.00537243157217,1.27038538265e-06,3.4114587461e-06,3.4654431143e-06,5.89595163838e-05,6.5703255641e-05
127,0.00522954526832,1.20977783534e-06,3.2563999971e-06,3.32760284914e-06,5.65703929698e-05,6.50390934881e-05
128,0.00510118512961,1.15667555126e-06,3.11270028631e-06,3.20014656129e-06,5.43814228326e-05,6.42554485167e-05
129,0.00498574291526,1.11291930838e-06,2.98480829139e-06,3.07881193308e-06,5.2456641047e-05,6.37060657496e-05
130,0.0048735185268,1.07252206174e-06,2.87040105086e-06,2.96420497451e-06,5.0750483125e-05,6.30279524159e-05
131,0.0047641571745,1.03619682933e-06,2.76173105917e-06,2.85621083392e-06,4.91337721594e-05,6.27581090709e-05
132,0.0046590100953,1.00191981479e-06,2.66495357647e-06,2.75305886946e-06,4.76581046434e-05,6.19316551642e-05
133,0.00456066169472,9.71654215673e-07,2.57984966148e-06,2.65578912332e-06,4.62532288642e-05,6.13868539445e-05
134,0.00446995923795,9.46059728223e-07,2.50086092825e-06,2.56691663099e-06,4.49743059898e-05,6.03190958442e-05
135,0.00438312536809,9.20081508228e-07,2.42638923409e-06,2.48245777426e-06,4.37517256737e-05,5.95159841914e-05
136,0.00429689239349,8.9556438575e-07,2.35849554829e-06,2.40312484599e-06,4.25470099808e-05,5.81965356797e-05
137,0.00421428439002,8.70621976526e-07,2.29219588631e-06,2.33047303494e-06,4.13315735154e-05,5.71776473917e-05
138,0.00413117052915,8.47782529994e-07,2.23266656472e-06,2.26475540514e-06,4.00946799909e-05,5.56909233846e-05
139,0.00405548742008,8.26669019594e-07,2.17438502515e-06,2.19946627193e-06,3.88196883081e-05,5.46026361349e-05
140,0.00398085353921,8.08357275833e-07,2.11947561427e-06,2.1381360551e-06,3.73006081421e-05,5.30268628348e-05
141,0.00390545234716,7.91353019302e-07,2.06834856966e-06,2.0785677448e-06,3.58041861966e-05,5.17891795781e-05
142,0.00382855427629,7.76096395291e-07,2.01764096331e-06,2.0226435825e-06,3.4284945194e-05,4.98892291639e-05
143,0.00375730268745,7.61892971448e-07,1.9685647666e-06,1.97031767592e-06,3.28729004593e-05,4.8461436894e-05
144,0.00368564215847,7.47980715844e-07,1.92227669221e-06,1.92098456199e-06,3.14144165614e-05,4.68139462418e-05
145,0.0036171621216,7.34218192309e-07,1.87749476956e-06,1.87540873205e-06,2.98889386972e-05,4.57932546942e-05
146,0.00354580472785,7.21783310073e-07,1.83316344075e-06,1.83005915393e-06,2.83239741686e-05,4.39343173149e-05
147,0.00347541116992,7.08559681322e-07,1.79008778398e-06,1.78659088769e-06,2.6728473033e-05,4.25801111327e-05
148,0.00341163035088,6.92251162372e-07,1.74840512977e-06,1.74466639672e-06,2.51129076785e-05,4.0990193003e-05
149,0.00334470764784,6.79113677122e-07,1.70506421432e-06,1.70607411027e-06,2.35207119303e-05,3.9719623882e-05
150,0.00327393068346,6.64859382164e-07,1.66095948548e-06,1.66826841498e-06,2.19173112354e-05,3.85137066315e-05
151,0.00320970322898,6.49383028617e-07,1.61886078884e-06,1.63321200167e-06,2.04338078963e-05,3.7183338194e-05
152,0.00314566371454,6.35857183157e-07,1.58171994925e-06,1.59806499867e-06,1.89616441566e-05,3.59257812273e-05
153,0.00308161611413,6.23679441132e-07,1.54716296096e-06,1.56519929452e-06,1.76510773991e-05,3.47062182375e-05
154,0.00301703752867,6.13607149309e-07,1.51303876407e-06,1.53811639416e-06,1.64159314126e-05,3.40685031537e-05
155,0.00295516236386,5.99625665131e-07,1.47849889403e-06,1.51222985101e-06,1.52816407141e-05,3.30492036041e-05
156,0.00289928624927,5.82041480511e-07,1.44222297177e-06,1.48941824179e-06,1.43326584223e-05,3.26013330488e-05
157,0.00284632890228,2.82917437141e-07,7.05598628446e-07,1.47631813865e-06,1.41778244469e-05,3.24625031485e-05
158,0.00279932478052,2.76789499204e-07,6.94291769657e-07,1.46419841606e-06,1.39060608956e-05,3.30641092683e-05
159,0.00275479069986,2.7091265317e-07,6.82613874253e-07,1.45061697255e-06,1.35732404955e-05,3.2328292833e-05
160,0.00270878867875,2.65685460312e-07,6.692024566e-07,1.43427221335e-06,1.3356399051e-05,3.20763703863e-05
161,0.0026604516774,2.60535668631e-07,6.57364203947e-07,1.41466696787e-06,1.33265814422e-05,3.15954110255e-05
162,0.00261360624923,2.55403136822e-07,6.5047157359e-07,1.39750154284e-06,1.34376988159e-05,3.16452091473e-05
163,0.00257044011508,2.49941415681e-07,6.42334061376e-07,1.3792230445e-06,1.37129077311e-05,3.1304259978e-05
164,0.00253447897634,2.44507048783e-07,6.3408892294e-07,1.35992018759e-06,1.40181943898e-05,3.1411044289e-05
165,0.00249773332362,2.39103604932e-07,6.26670658875e-07,1.34095947063e-06,1.44051624628e-05,3.10930687425e-05
166,0.00245884753682,2.33828458721e-07,6.17578099651e-07,1.32041314049e-06,1.47752181075e-05,3.11543266949e-05
167,0.00242155138492,2.29641737223e-07,6.09096276491e-07,1.29969818211e-06,1.51336242673e-05,3.0850297954e-05
168,0.00238547291136,2.26147318137e-07,6.01960049454e-07,1.27791852772e-06,1.54433644905e-05,3.08885377334e-05
169,0.0023484321225,2.23544413239e-07,5.94671702021e-07,1.25479390322e-06,1.57434433004e-05,3.04879670019e-05
170,0.00231151905948,2.2146109031e-07,5.87019194368e-07,1.23328903099e-06,1.5964023589e-05,3.04424620894e-05
171,0.00227549458563,2.19433802294e-07,5.79891960165e-07,1.21150280018e-06,1.61303860812e-05,2.99086268834e-05
172,0.00223935658973,2.17157212192e-07,5.73082655151e-07,1.18799099393e-06,1.62164952974e-05,2.97326982375e-05
173,0.00220601918809,2.1493303727e-07,5.65982175252e-07,1.16462444159e-06,1.62478147602e-05,2.91062415602e-05
174,0.00217380122605,2.12761649949e-07,5.58638243206e-07,1.13957577453e-06,1.62004582221e-05,2.89284075261e-05
175,0.00213957221825,2.1048089278e-07,5.50402472266e-07,1.11551864571e-06,1.61126080074e-05,2.82910027057e-05
176,0.00210532054891,2.07805199018e-07,5.41786224741e-07,1.09237092297e-06,1.59643678155e-05,2.80192969799e-05
177,0.00207235694842,2.04991350342e-07,5.33249110184e-07,1.06894350265e-06,1.57885196151e-05,2.73238812371e-05
178,0.00203862874909,2.01816361154e-07,5.24441460962e-07,1.04476868318e-06,1.55304665483e-05,2.69909811278e-05
179,0.00200348003059,1.9863385796e-07,5.15260611516e-07,1.02017423936e-06,1.52402729852e-05,2.6114164408e-05
180,0.00196976684268,1.95549321435e-07,5.0626516974e-07,9.96146766361e-07,1.49220503411e-05,2.56147968097e-05
181,0.00193593018268,1.92390987869e-07,4.9671560459e-07,9.74292372881e-07,1.45737763253e-05,2.47468121245e-05
182,0.00190129609135,1.89060714737e-07,4.86629127479e-07,9.5305109442e-07,1.41706207763e-05,2.41542831236e-05
183,0.00186757969671,1.85677965781e-07,4.76970656493e-07,9.33002841017e-07,1.37339890826e-05,2.31209157026e-05
184,0.00183214172602,1.81966886781e-07,4.6668981741e-07,9.12673156726e-07,1.32564693747e-05,2.24849782262e-05
185,0.00179680459196,1.78233941647e-07,4.56207907932e-07,8.93026278816e-07,1.27963492112e-05,2.14550834965e-05
186,0.00176235293563,1.74492521418e-07,4.45990493111e-07,8.72027556133e-07,1.23118435358e-05,2.08398108583e-05
187,0.00172634343531,1.70831814169e-07,4.35644796099e-07,8.51528021519e-07,1.18037814229e-05,1.9853115774e-05
188,0.0016919241131,1.67029622847e-07,4.25073440407e-07,8.32464555483e-07,1.12770564151e-05,1.91940425831e-05
189,0.0016601253893,1.63386102762e-07,4.15515770274e-07,8.13996235347e-07,1.07311811853e-05,1.83690546775e-05
190,0.00162631431281,1.59805326495e-07,4.05975752694e-07,7.96494565067e-07,1.0177488091e-05,1.77707003193e-05
191,0.00159241785503,1.56440400156e-07,3.96174524992e-07,7.79474557246e-07,9.61535678199e-06,1.71608772035e-05
192,0.00156163001229,1.53012825542e-07,3.86955971046e-07,7.65327350502e-07,9.06489044343e-06,1.66900616046e-05
193,0.00152957544068,1.49719343498e-07,3.77733732239e-07,7.50702002738e-07,8.51862899608e-06,1.62968213538e-05
194,0.00149814442468,1.46241365625e-07,3.68449157891e-07,7.36080944884e-07,8.01116059822e-06,1.5820512692e-05
195,0.00146778885813,1.42866834765e-07,3.59731117302e-07,7.21815438834e-07,7.51968047421e-06,1.54812267648e-05
196,0.00143799947735,1.39628434354e-07,3.51215701773e-07,7.07663300512e-07,7.05361052607e-06,1.49678930401e-05
197,0.00140995323438,1.36426490253e-07,3.43390966207e-07,6.95904134624e-07,6.60476966715e-06,1.47257744811e-05
198,0.00138179172709,1.33232222191e-07,3.35649920598e-07,6.83979249418e-07,6.22277578651e-06,1.42503741875e-05
199,0.00135445290694,1.3018845333e-07,3.28606762496e-07,6.73668399099e-07,5.9737189894e-06,1.42184839784e-05
200,0.00132954643452,1.27130963951e-07,3.21981257393e-07,6.6535598268e-07,5.83597702744e-06,1.38555416906e-05
201,0.00130483193378,1.24028723444e-07,3.15740136827e-07,6.56397078732e-07,5.72123462677e-06,1.3893706061e-05
202,0.00128263384379,1.21151895348e-07,3.10215820918e-07,6.47256091277e-07,5.68930632055e-06,1.35731483236e-05
203,0.00125970200139,1.18594797211e-07,3.04736210397e-07,6.38508630545e-07,5.71649662526e-06,1.37430556196e-05
204,0.00123682499843,1.1616060275e-07,2.99445390644e-07,6.29606559499e-07,5.79901342186e-06,1.35256468843e-05
205,0.00121455918997,1.1391872853e-07,2.94948612064e-07,6.20721222339e-07,5.90700623169e-06,1.37402796458e-05
206,0.0011937366376,1.11642583217e-07,2.90510516788e-07,6.12107504347e-07,6.04571904726e-06,1.35468396373e-05
207,0.00117212211107,1.09404333007e-07,2.85936675972e-07,6.02176495342e-07,6.2011622746e-06,1.37256263562e-05
208,0.00115130516135,1.07224943507e-07,2.81948980733e-07,5.91895620293e-07,6.38406569659e-06,1.35136897933e-05
209,0.0011309262708,1.05229795113e-07,2.78511078705e-07,5.82454887334e-07,6.55086663453e-06,1.37317237089e-05
210,0.00110826532764,1.03307934836e-07,2.73741672121e-07,5.73144280292e-07,6.7104994312e-06,1.34886959914e-05
211,0.001085713985,1.01772251872e-07,2.69705952098e-07,5.63017782013e-07,6.84672965685e-06,1.36423872925e-05
212,0.00106520936099,1.00439417353e-07,2.66688704513e-07,5.52055299559e-07,6.97896861765e-06,1.33330989413e-05
213,0.0010459036796,9.89289643125e-08,2.63496353458e-07,5.42024466037e-07,7.08187060243e-06,1.34178971799e-05
214,0.0010280212154,9.74352892506e-08,2.59650872666e-07,5.3085304263e-07,7.17827549841e-06,1.30574630184e-05
215,0.00101011584933,9.63973780545e-08,2.5598854426e-07,5.20336210692e-07,7.24232513613e-06,1.30949346903e-05
216,0.000993144408311,9.53299410798e-08,2.52579496242e-07,5.09523159678e-07,7.28918413024e-06,1.2692540189e-05
217,0.000975768784955,9.41397437769e-08,2.48974125395e-07,4.98019504959e-07,7.29971017252e-06,1.2687240182e-05
218,0.000958179820678,9.28862373726e-08,2.45326970546e-07,4.86426378892e-07,7.25289723422e-06,1.22442964867e-05
219,0.00094184263076,9.1502710639e-08,2.41603507151e-07,4.75447227983e-07,7.18318606776e-06,1.2190868112e-05
220,0.000924405000038,8.99676903089e-08,2.37188745016e-07,4.64276182709e-07,7.10024385621e-06,1.171544814e-05
221,0.000907455835484,8.85672396796e-08,2.32658767118e-07,4.52949686902e-07,6.99268173803e-06,1.16129424858e-05
222,0.000892180244643,8.71793025727e-08,2.28769900443e-07,4.42029468616e-07,6.86235110286e-06,1.11158473086e-05
223,0.000876437447635,8.57095737647e-08,2.245870618e-07,4.31506246625e-07,6.7141280054e-06,1.09571113443e-05
224,0.000860016253441,8.42818122109e-08,2.20051898739e-07,4.20441142824e-07,6.553126658e-06,1.04431457284e-05
225,0.000844446440234,8.27381530482e-08,2.15288288493e-07,4.09587732995e-07,6.37724003029e-06,1.02464271472e-05
226,0.000828523005615,8.12943666009e-08,2.1083091244e-07,4.000521571e-07,6.19393347315e-06,9.73217171895e-06
227,0.000812323075535,7.98541047655e-08,2.06092474388e-07,3.90448459755e-07,5.99525005101e-06,9.49345634462e-06
228,0.000795642516003,7.83326337277e-08,2.01276179563e-07,3.80749262106e-07,5.7868913304e-06,8.97550178245e-06
229,0.000779343886566,7.66565750749e-08,1.96412508012e-07,3.71468110549e-07,5.57418527524e-06,8.73637663074e-06
230,0.000761975744724,7.49663748399e-08,1.91401170886e-07,3.6281513631e-07,5.35241145591e-06,8.30035708717e-06
231,0.000745600970992,7.31943092292e-08,1.86281361132e-07,3.5336580434e-07,5.11890414666e-06,8.0577823634e-06
232,0.000729407327346,7.14676476144e-08,1.81264306082e-07,3.44508055129e-07,4.87498944764e-06,7.69945070028e-06
233,0.000712865224572,6.96640466849e-08,1.76191017713e-07,3.3687437766e-07,4.62427275765e-06,7.48567857598e-06
234,0.000696797813699,6.79685703772e-08,1.71345749257e-07,3.28329410938e-07,4.36526486962e-06,7.21548399234e-06
235,0.000681263496514,6.62696630153e-08,1.66654231716e-07,3.20197347942e-07,4.10701834752e-06,7.02532698378e-06
236,0.000665675391905,6.46338494868e-08,1.62084571065e-07,3.12975669102e-07,3.85311269118e-06,6.83663766793e-06
